Timestamp,open price,high price,low price,close price,volume
2024-09-16 10:30:00.076000,417.1420028946519,417.1420028946519,417.1420028946519,417.1420028946519,100
2024-09-16 11:30:00.076000,417.14891984001633,417.14891984001633,417.14891984001633,417.14891984001633,96
2024-09-16 12:30:00.076000,417.1306905602117,417.1306905602117,417.1306905602117,417.1306905602117,95
2024-09-16 13:30:00.076000,417.237507920008,417.237507920008,417.237507920008,417.237507920008,14
2024-09-16 14:30:00.076000,417.290782717746,417.290782717746,417.290782717746,417.290782717746,10
2024-09-16 15:30:00.076000,417.0621375695579,417.0621375695579,417.0621375695579,417.0621375695579,998
2024-09-16 16:30:00.076000,416.8210712458601,416.8210712458601,416.8210712458601,416.8210712458601,9
2024-09-16 17:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,100
2024-09-16 18:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,995
2024-09-16 19:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,102
2024-09-16 20:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,100
2024-09-16 21:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,1005
2024-09-16 22:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,96
2024-09-16 23:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,11
2024-09-17 00:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,105
2024-09-17 01:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,10
2024-09-17 02:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,101
2024-09-17 03:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,102
2024-09-17 04:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,997
2024-09-17 05:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,103
2024-09-17 06:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,105
2024-09-17 07:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,9
2024-09-17 08:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,13
2024-09-17 09:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,15
2024-09-17 10:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,1004
2024-09-17 11:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,101
2024-09-17 12:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,1004
2024-09-17 13:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,366437
2024-09-17 14:30:00.076000,407.802183052394,407.802183052394,407.802183052394,407.802183052394,998
2024-09-17 15:30:00.076000,407.7804076935042,407.7804076935042,407.7804076935042,407.7804076935042,95
2024-09-17 16:30:00.076000,407.8006168996304,407.8006168996304,407.8006168996304,407.8006168996304,15
2024-09-17 17:30:00.076000,407.86741454324607,407.86741454324607,407.86741454324607,407.86741454324607,12
2024-09-17 18:30:00.076000,407.74630168023936,407.74630168023936,407.74630168023936,407.74630168023936,996
2024-09-17 19:30:00.076000,407.73441483880833,417.0007862962527,407.7016806574479,408.4038953621729,308062
2024-09-17 20:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,1000
2024-09-17 21:30:00.076000,431.3019927689426,431.3019927689426,431.3019927689426,431.3019927689426,104
2024-09-17 22:30:00.076000,431.32303559770975,431.32303559770975,431.32303559770975,431.32303559770975,5
2024-09-17 23:30:00.076000,431.29073699022337,431.29073699022337,431.29073699022337,431.29073699022337,1001
2024-09-18 00:30:00.076000,431.3301701784845,431.3301701784845,431.3301701784845,431.3301701784845,1004
2024-09-18 01:30:00.076000,431.3122587999264,431.3122587999264,431.3122587999264,431.3122587999264,102
2024-09-18 02:30:00.076000,431.2853415915318,431.2853415915318,431.2853415915318,431.2853415915318,101
2024-09-18 03:30:00.076000,431.32356276411895,431.32356276411895,431.32356276411895,431.32356276411895,995
2024-09-18 04:30:00.076000,431.3220168798063,431.3220168798063,431.3220168798063,431.3220168798063,1003
2024-09-18 05:30:00.076000,431.2685190107325,431.2685190107325,431.2685190107325,431.2685190107325,1000
2024-09-18 06:30:00.076000,431.32417462662977,431.32417462662977,431.32417462662977,431.32417462662977,14
2024-09-18 07:30:00.076000,431.2771657132792,431.2771657132792,431.2771657132792,431.2771657132792,98
2024-09-18 08:30:00.076000,431.2813271589748,431.2813271589748,431.2813271589748,431.2813271589748,101
2024-09-18 09:30:00.076000,431.3159816378559,431.3159816378559,431.3159816378559,431.3159816378559,9
2024-09-18 10:30:00.076000,431.2864806980315,431.2864806980315,431.2864806980315,431.2864806980315,995
2024-09-18 11:30:00.076000,431.3077807335032,431.3077807335032,431.3077807335032,431.3077807335032,14
2024-09-18 12:30:00.076000,431.3306288768817,431.3306288768817,431.3306288768817,431.3306288768817,99
2024-09-18 13:30:00.076000,431.3195770543742,431.3195770543742,431.3195770543742,431.3195770543742,8
2024-09-18 14:30:00.076000,431.3285251675977,431.3285251675977,431.3285251675977,431.3285251675977,95
2024-09-18 15:30:00.076000,431.3145995234397,431.3145995234397,431.3145995234397,431.3145995234397,1001
2024-09-18 16:30:00.076000,431.3141428025216,431.3141428025216,431.3141428025216,431.3141428025216,7
2024-09-18 17:30:00.076000,431.33211950402494,431.33211950402494,431.33211950402494,431.33211950402494,6
2024-09-18 18:30:00.076000,431.3122246298344,431.3122246298344,431.3122246298344,431.3122246298344,1005
2024-09-18 19:30:00.076000,431.32730916068175,431.32730916068175,431.32730916068175,431.32730916068175,996
2024-09-18 20:30:00.076000,431.3071452640906,431.3071452640906,431.3071452640906,431.3071452640906,96
2024-09-18 21:30:00.076000,431.3415621836093,431.3415621836093,431.3415621836093,431.3415621836093,13
2024-09-18 22:30:00.076000,431.3232842910242,431.3232842910242,431.3232842910242,431.3232842910242,96
2024-09-18 23:30:00.076000,431.3326172900833,431.3326172900833,431.3326172900833,431.3326172900833,1002
2024-09-19 00:30:00.076000,431.3047292587145,431.3047292587145,431.3047292587145,431.3047292587145,8
2024-09-19 01:30:00.076000,431.33282989968336,431.33282989968336,431.33282989968336,431.33282989968336,11
2024-09-19 02:30:00.076000,431.2657535172039,431.2657535172039,431.2657535172039,431.2657535172039,12
2024-09-19 03:30:00.076000,431.28592436394126,431.28592436394126,431.28592436394126,431.28592436394126,1003
2024-09-19 04:30:00.076000,431.31136977256114,431.31136977256114,431.31136977256114,431.31136977256114,1004
2024-09-19 05:30:00.076000,431.3145429435236,431.3145429435236,431.3145429435236,431.3145429435236,1001
2024-09-19 06:30:00.076000,431.2856178072662,431.2856178072662,431.2856178072662,431.2856178072662,1001
2024-09-19 07:30:00.076000,431.33455883654057,431.33455883654057,431.33455883654057,431.33455883654057,995
2024-09-19 08:30:00.076000,431.3370806676177,431.3370806676177,431.3370806676177,431.3370806676177,104
2024-09-19 09:30:00.076000,431.3331079679603,431.3331079679603,431.3331079679603,431.3331079679603,102
2024-09-19 10:30:00.076000,431.3135440033724,431.3135440033724,431.3135440033724,431.3135440033724,97
2024-09-19 11:30:00.076000,431.2388889727959,431.2388889727959,431.2388889727959,431.2388889727959,995
2024-09-19 12:30:00.076000,431.33624447175015,431.33624447175015,431.33624447175015,431.33624447175015,99
2024-09-19 13:30:00.076000,431.2194937697957,431.2194937697957,431.2194937697957,431.2194937697957,1001
2024-09-19 14:30:00.076000,431.1402625538789,431.1402625538789,431.1402625538789,431.1402625538789,1001
2024-09-19 15:30:00.076000,431.1558651941019,431.1558651941019,431.1558651941019,431.1558651941019,6
2024-09-19 16:30:00.076000,431.16113965194,431.16113965194,431.16113965194,431.16113965194,997
2024-09-19 17:30:00.076000,431.23077537308575,431.23077537308575,431.23077537308575,431.23077537308575,7
2024-09-19 18:30:00.076000,431.233658490737,431.233658490737,431.233658490737,431.233658490737,102
2024-09-19 19:30:00.076000,431.20443055267305,431.20443055267305,431.20443055267305,431.20443055267305,996
2024-09-19 20:30:00.076000,431.1999284976561,431.1999284976561,431.1999284976561,431.1999284976561,6
2024-09-19 21:30:00.076000,431.20647525800473,431.20647525800473,431.20647525800473,431.20647525800473,98
2024-09-19 22:30:00.076000,431.1214764499064,431.1214764499064,431.1214764499064,431.1214764499064,7
2024-09-19 23:30:00.076000,431.2086474208166,431.2086474208166,431.2086474208166,431.2086474208166,1005
2024-09-20 00:30:00.076000,431.2365837613757,431.2365837613757,431.2365837613757,431.2365837613757,102
2024-09-20 01:30:00.076000,431.1908234549229,431.1908234549229,431.1908234549229,431.1908234549229,1001
2024-09-20 02:30:00.076000,417.0007862962527,417.0007862962527,417.0007862962527,417.0007862962527,1005
2024-09-20 03:30:00.076000,431.1980242574828,431.1980242574828,431.1980242574828,431.1980242574828,102
2024-09-20 04:30:00.076000,431.106377472588,431.106377472588,431.106377472588,431.106377472588,9
2024-09-20 05:30:00.076000,431.11484498463307,431.11484498463307,431.11484498463307,431.11484498463307,104
2024-09-20 06:30:00.076000,431.2254357932748,431.2254357932748,431.2254357932748,431.2254357932748,102
2024-09-20 07:30:00.076000,431.2283157456833,431.2283157456833,431.2283157456833,431.2283157456833,104
2024-09-20 08:30:00.076000,431.1072855343094,431.1072855343094,431.1072855343094,431.1072855343094,10
2024-09-20 09:30:00.076000,431.1564753780164,431.1564753780164,431.1564753780164,431.1564753780164,99
2024-09-20 10:30:00.076000,431.034974403784,431.034974403784,431.034974403784,431.034974403784,100
2024-09-20 11:30:00.076000,431.15280669854656,431.15280669854656,431.15280669854656,431.15280669854656,1003
2024-09-20 12:30:00.076000,431.1400773288504,431.1400773288504,431.1400773288504,431.1400773288504,1005
2024-09-20 13:30:00.076000,431.06271200123257,431.06271200123257,431.06271200123257,431.06271200123257,8
2024-09-20 14:30:00.076000,431.15180828386144,431.2173210166743,417.0007862962527,431.04815361954365,290425
2024-09-20 15:30:00.076000,426.8896886481568,426.8896886481568,426.8896886481568,426.8896886481568,97
2024-09-20 16:30:00.076000,426.7422770786323,428.6893650290942,403.69045082257503,428.3937365397303,1352517
2024-09-20 17:30:00.076000,429.6168970195291,429.6168970195291,429.6168970195291,429.6168970195291,6
2024-09-20 18:30:00.076000,429.6761979469801,429.8427334899184,404.7401289243328,423.5299784400514,6382405
2024-09-20 19:30:00.076000,428.5340376632982,428.5340376632982,428.5340376632982,428.5340376632982,1004
2024-09-20 20:30:00.076000,428.5363138885306,432.2098939412302,401.8184805151012,406.7065671554134,636747820
